"aggregated_crossings_id","barrier_id","internal_name","crossing_source","crossing_feature_type","crossing_type_code","barrier_status","transport_line_structured_name_1","rail_track_name","blue_line_key","watercourse_name","road_name","structure_type","structure_owner","private_owner_details","structure_list_status","assessment_type_completed","reason_for_exclusion","method_of_exclusion","partial_passability","partial_passability_notes","upstream_habitat_quality","constructability","estimated_cost_$","priority","type_of_rehabilitation","rehabilitated_by","rehabilitated_date","estimated_rehabilitation_cost_$","actual_project_cost_$","next_steps","timeline_for_next_steps","lead_for_next_steps","others_involved_in_next_steps","reason","notes","supporting_links","modelled_crossing_id","pscis_status","crossing_subtype_code","pscis_road_name","pscis_stream_name","pscis_assessment_comment","pscis_assessment_date","dam_name","dam_height","dam_owner","dam_use","dam_operating_status","utm_zone","utm_easting","utm_northing","downstream_route_measure","wscode","localcode","watershed_group_code","gnis_stream_name","barriers_anthropogenic_dnstr","barriers_anthropogenic_dnstr_count","barriers_anthropogenic_habitat_wcrp_upstr","barriers_anthropogenic_habitat_wcrp_upstr_count","barriers_ch_cm_co_pk_sk_dnstr","barriers_st_dnstr","barriers_wct_dnstr","ch_spawning_km","ch_rearing_km","ch_spawning_belowupstrbarriers_km","ch_rearing_belowupstrbarriers_km","cm_spawning_km","cm_spawning_belowupstrbarriers_km","co_spawning_km","co_rearing_km","co_rearing_ha","co_spawning_belowupstrbarriers_km","co_rearing_belowupstrbarriers_km","co_rearing_belowupstrbarriers_ha","pk_spawning_km","pk_spawning_belowupstrbarriers_km","sk_spawning_km","sk_rearing_km","sk_rearing_ha","sk_spawning_belowupstrbarriers_km","sk_rearing_belowupstrbarriers_km","sk_rearing_belowupstrbarriers_ha","st_spawning_km","st_rearing_km","st_spawning_belowupstrbarriers_km","st_rearing_belowupstrbarriers_km","wct_spawning_km","wct_rearing_km","wct_spawning_belowupstrbarriers_km","wct_rearing_belowupstrbarriers_km","all_spawning_km","all_spawning_belowupstrbarriers_km","all_rearing_km","all_rearing_belowupstrbarriers_km","all_spawningrearing_km","all_spawningrearing_belowupstrbarriers_km","set_id","total_hab_gain_set","num_barriers_set","avg_gain_per_barrier","dnstr_set_ids","rank_avg_gain_per_barrier","rank_avg_gain_tiered","rank_total_upstr_hab","rank_combined","tier_combined","label_in_wcrp","elko_region","geom"
"197800","197800",NULL,"PSCIS","ROAD, RESOURCE/OTHER","CBS","BARRIER","Cabin FSR",NULL,356542373,"Tributary to Bighorn Creek","Cabin FSR","Stream crossing - CBS",NULL,"","Excluded structure","Barrier assessment","No key upstream habitat","Field assessment",NULL,NULL,"Medium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"No modeled habitat but noted as med quality in field but very steep ",NULL,"Nhttp://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198820ULL",4605525,"ASSESSED","ROUND","Cabin FSR","Tributary to Bighorn Creek","Dredged upstream.  Nice stream with boulder habitat but very steep.13:15","2021-09-28",NULL,NULL,NULL,NULL,NULL,11,660106,5450958,"174","300.625474.584724.074830.438900.608056","300.625474.584724.074830.438900.608056","ELKR",NULL,NULL,0,NULL,NULL,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B00004382CFB487AC3B41BE1CA9282D1F20418F983BF5E44396400000000000C06540"
"197801",NULL,NULL,"PSCIS","ROAD, RESOURCE/OTHER","OTHER","PASSABLE",NULL,NULL,356532922,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4603688,"ASSESSED","FORD","Cabin FSR","Tributary to Bighorn Creek","Ford. 13:43","2021-09-28",NULL,NULL,NULL,NULL,NULL,11,658119,5452872,"315","300.625474.584724.074830.438900.487717","300.625474.584724.074830.438900.487717","ELKR",NULL,"197844",1,NULL,NULL,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.101837077111145","1.49299391190303","0.1","1.49","0.1","0.1","1.49","1.49","1.49","1.49",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B0000F2EF15FADCA33B4169B3B254FE2B204172D09FB905D194400000000000B07340"
"197802","197802",NULL,"PSCIS","ROAD, RESOURCE/OTHER","CBS","BARRIER","Cabin FSR",NULL,356558528,"Tributary to Bighorn Creek","Cabin FSR","Stream crossing - CBS",NULL,"","Excluded structure","Barrier assessment","No key upstream habitat","Field assessment",NULL,NULL,"Medium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"No modeled habitat but noted as med quality in field but very steep ","Dry, vegetated channel","http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198822",4605540,"ASSESSED","ROUND","Cabin FSR","Tributary to Bighorn Creek","Dry with partially vegetated channel. 14:00","2021-09-28",NULL,NULL,NULL,NULL,NULL,11,654193,5452980,"233","300.625474.584724.074830.438900.314031","300.625474.584724.074830.438900.314031","ELKR",NULL,"1004605263",1,NULL,NULL,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B0000D7B89C1195943B41AE77B255DF282041774147783A7A93400000000000206D40"
"197840",NULL,NULL,"PSCIS","ROAD, RESOURCE/OTHER","OBS","PASSABLE","Cabin FSR",NULL,356554977,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24706675,"ASSESSED","BRIDGE","Cabin FSR","Tributary to Bighorn Creek","Bridge. 11:38","2021-09-28",NULL,NULL,NULL,NULL,NULL,11,663336,5447766,"752","300.625474.584724.074830.438900.782441","300.625474.584724.074830.438900.782441","ELKR",NULL,NULL,0,NULL,NULL,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.014289992895688","1.98654557936688","0.01","1.99","0.01","0.01","1.99","1.99","1.99","1.99",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B00001628F1D2A8BA3B4106F31EDDB9092041F27C458D4F9298400000000000808740"
"197841",NULL,NULL,"PSCIS","ROAD, RESOURCE/OTHER","OTHER","PASSABLE",NULL,NULL,356566756,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4603555,"ASSESSED","FORD","Spur","Bighorn Creek","Some use of ATVs evident.  Open gate on far side. 11:48","2021-09-28",NULL,NULL,NULL,NULL,NULL,11,662658,5447839,"20801","300.625474.584724.074830.438900","300.625474.584724.074830.438900.738128","ELKR","Bighorn Creek",NULL,0,"197842;197843",2,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.01154447405424","8.36549946967551","4.01","7.12","4.01","4.01","8.37","8.37","8.37","8.37",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B000039DB960AFEB73B41C3E626729C092041EDBB097F31FF9740000000004050D440"
"197842","197842","Trib to Bighorn @ Cabin Cr FSR (197842)","PSCIS","ROAD, RESOURCE/OTHER","CBS","BARRIER","Cabin FSR",NULL,356493477,"Tributary to Bighorn Creek","Cabin Cr FSR","Stream crossing - CBS",NULL,NULL,"Data-deficient barrier","Barrier assessment",NULL,NULL,NULL,NULL,"Medium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Habitat confirmation (data deficient structures only)",NULL,NULL,NULL,"Assessment comments are nice stream with big pool","","https://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198862",4605504,"ASSESSED","ROUND","Cabin FSR","Tributary to Bighorn Creek","Nice stream with big pool. 12:22","2021-09-28",NULL,NULL,NULL,NULL,NULL,11,663661,5447169,"156","300.625474.584724.074830.438900.826537","300.625474.584724.074830.438900.826537","ELKR",NULL,NULL,0,NULL,NULL,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.794000000000167","0","0.79","0","0","0.79","0.79","0.79","0.79","1502","0.79",1,"0.79000000000000000000",NULL,"6","6","7","7","A","yes","below_elko","01010000E0BD0B0000D695D90E38BC3B41C584CA5B6F0520411238035456E198400000000000806340"
"197843","197843","Trib to Bighorn Cr @ Cabin Cr FSR (197843)","PSCIS","ROAD, RESOURCE/OTHER","CBS","BARRIER","Cabin FSR",NULL,356508380,"Tributary to Bighorn Creek","Cabin Cr FSR","Stream crossing - CBS",NULL,NULL,"Data-deficient barrier","Barrier assessment",NULL,NULL,NULL,NULL,"Medium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Habitat confirmation (data deficient structures only)",NULL,NULL,NULL,"Med quality habitat with good flow",NULL,"https://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198863",4605502,"ASSESSED","ROUND","Cabin FSR","Tributary to Bighorn Creek","Inlet drop of 0.2m.  Small stream, good flow. Steep downstream below pool. 12:42","2021-09-28",NULL,NULL,NULL,NULL,NULL,11,663915,5446488,"125","300.625474.584724.074830.438900.859767","300.625474.584724.074830.438900.859767","ELKR",NULL,NULL,0,NULL,NULL,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.447999999999866","0","0.45","0","0","0.45","0.45","0.45","0.45","1652","0.45",1,"0.45000000000000000000",NULL,"12","13","12","12","B","yes","below_elko","01010000E0BD0B0000C96892588BBD3B41BAAD25836A00204185FCCE84C06799400000000000405F40"
"197844","197844","1004605514","PSCIS","ROAD, RESOURCE/OTHER","CBS","BARRIER","Cabin FSR",NULL,356532922,"Tributary to Bighorn Creek","Cabin Creek FSR","Stream crossing - CBS","CanFor",NULL,"Priority barrier","Detailed habitat investigation",NULL,NULL,"No",NULL,"Medium","Moderate","240000","Medium",NULL,NULL,NULL,NULL,NULL,"Engage with barrier owner","2025-02-28","CWF",NULL,"Industry barrier. Good overwintering potential for WCT. ","Bull Trout also present in stream.  Winter investigations revealed strong groundwater influence upstream of crossing and at mouth of creek. 70 m dewatered section between culvert and mouth.","https://www.newgraphenvironment.com/fish_passage_elk_2021_reporting/appendix---197844---tributary-to-bighorn-creek.html Also see: VAST. 2023. Elk River Westslope Cutthroat Trout passage and habitat investigations. Prepared for Canadian Wildlife Federation by VAST Resource Solutions Inc., Cranbrook, B.C.",4605514,"HABITAT CONFIRMATION","ROUND","Cabin FSR","Tributary to Bighorn Creek","Cobble substrate and abundant overhanging vegetation.  Decent sized stream. 13:24","2021-09-28",NULL,NULL,NULL,NULL,NULL,11,657920,5452802,"95","300.625474.584724.074830.438900.487717","300.625474.584724.074830.438900.487717","ELKR",NULL,NULL,0,NULL,NULL,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.101837077111145","1.71299391190293","0.1","1.71","0.1","0.1","1.71","1.71","1.71","1.71","1802","1.71",1,"1.71000000000000000000",NULL,"2","2","2","2","A","yes","below_elko","01010000E0BD0B000085C917B71FA33B41DF7C58AB3E2B20411ED3B4A33B8794400000000000C05740"
"197845","197845","Trib to Bighorn @ Cabin FSR (197845)","PSCIS","ROAD, RESOURCE/OTHER","CBS","BARRIER","Cabin FSR",NULL,356534319,"Tributary to Bighorn Creek","Cabin Creek FSR","Stream crossing - CBS",NULL,NULL,"Data-deficient barrier","Barrier assessment",NULL,NULL,NULL,NULL,"Low",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Habitat confirmation (data deficient structures only)",NULL,NULL,NULL,"Industry barrier. Noted as low quality habitat (dry at time of assessmnet) but industry barrier, appears to be dredged often due to undersized crossing. WCT release records in stream, unclear of natural habitat capabilities.","Industry barrier. Relatively new crossing in 2021. Creek appears to have been dredged frequently",NULL,4605531,"ASSESSED","ROUND","Cabin FSR","Tributary to Bighorn Creek","New PVC culvert.  Creek appears to have been dredged often.  Channel dry.  Inlet drop of ~0.15m. 13:47","2021-09-28",NULL,NULL,NULL,NULL,NULL,11,655961,5453504,"86","300.625474.584724.074830.438900.402447","300.625474.584724.074830.438900.402447","ELKR",NULL,NULL,0,NULL,NULL,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.898186487578775","1.84718618520017","0.898186487578775","1.84718618520017","0.9","0.9","1.85","1.85","1.85","1.85","1952","1.85",1,"1.85000000000000000000",NULL,"1","1","1","1","A","yes","below_elko","01010000E0BD0B000008A22E652D9B3B416119D82CB52E2041934B357C66F693400000000000805540"
"197860",NULL,NULL,"PSCIS","ROAD, RESOURCE/OTHER","OTHER","PASSABLE","Phillips Creek Main FSR",NULL,356570443,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4605826,"ASSESSED","FORD","Phillips Creek Main","Rabbit Creek","Ford. No card filled out. 15:17","2021-07-27",NULL,NULL,NULL,NULL,NULL,11,658807,5431373,"3251","300.625474.584724.074830.857893","300.625474.584724.074830.857893.263039","ELKR","Rabbit Creek",NULL,0,NULL,NULL,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.59298455984056","5.60600200534568","3.59","5.61","3.59","3.59","5.61","5.61","5.61","5.61",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B00002902E7B254B13B41F0917BAD960C1F4162753FEB2FCF9640000000000066A940"
"197867","197867","1004606347","PSCIS","ROAD, RESOURCE/OTHER","OTHER","PASSABLE",NULL,NULL,356566756,"Bighorn Creek","Spur","Stream crossing - Ford",NULL,NULL,"Excluded structure","Barrier assessment","Passable","Field assessment",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ford",NULL,"http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198887",4606926,"ASSESSED","FORD","Spur","Tributary to Bighorn Creek","Inactive road. Thick alders.  Walked in from Cabin FSR. 11:28","2021-09-28",NULL,NULL,NULL,NULL,NULL,11,664112,5445241,"24432","300.625474.584724.074830.438900","300.625474.584724.074830.438900.915790","ELKR",NULL,NULL,0,NULL,NULL,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.587955653691121","0","0.59","0","0","0.59","0.59","0.59","0.59",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B00007997F18CEFBE3B41C4265B8EEFED1F41FDC61B6ECE2F9A400000000000DCD740"
"50162",NULL,NULL,"PSCIS","ROAD, RESOURCE/OTHER","OBS","PASSABLE","Wigwam FSR",NULL,356566756,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24706662,"ASSESSED","BRIDGE","Wigwam","Bighorn Creek","bridge over Bighorn Creek, concrete deck, NI-110, no fish seen but known to contain BT, DV, MW and WCT according to Habitat Wizard","2011-11-06",NULL,NULL,NULL,NULL,NULL,11,648972,5449685,"483","300.625474.584724.074830.438900","300.625474.584724.074830.438900","ELKR","Bighorn Creek",NULL,0,"1004605549;1004605941;197842;197843;197844;197845",6,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25.2869782127503","35.7584351611139","24.29","30.93","25.29","25.29","35.76","35.76","35.76","35.76",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B0000E97F4B79FD813B417E4462861B0A204100000000007491400000000000307E40"
"50163",NULL,NULL,"PSCIS","ROAD, RESOURCE/OTHER","OBS","PASSABLE",NULL,NULL,356569536,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24706663,"ASSESSED","BRIDGE","Wigwam","Wigwam River","bridge over Wigwam River, concrete deck, good approaches, behind gate, C564-001, no fish seen but known to contain BT, DV, MW, WCT, CT, KO, RB according to Fish Wizard","2011-11-06",NULL,NULL,NULL,NULL,NULL,11,648691,5449114,"27018","300.625474.584724.074830","300.625474.584724.074830.438900","ELKR","Wigwam River",NULL,0,"197783;197785;50175",3,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66.7916254004788","84.8782790884889","66.79","84.4","66.79","66.79","84.88","84.88","84.88","84.88",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B0000DF8AE1E42F813B4105F138656705204110880EBB636F9140000000008062DA40"
"50164",NULL,NULL,"PSCIS","ROAD, RESOURCE/OTHER","OBS","PASSABLE",NULL,NULL,356566440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24706661,"ASSESSED","BRIDGE","Wigwam","unnamed tributary to Wigwam River","unnamed tributary to Wigwam River, unknown fish presence but BT known downstream in this stream, concrete deck, behind gates","2011-11-06",NULL,NULL,NULL,NULL,NULL,11,651503,5444272,"1123","300.625474.584724.074830.553780","300.625474.584724.074830.553780.104641","ELKR",NULL,NULL,0,NULL,NULL,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.84460905603013","2.39405737815736","0.84460905603013","2.39405737815736","0.84","0.84","2.39","2.39","2.39","2.39",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B00002895E173858E3B413C7C93EC86C51F41E8F7EBBC7F4E934000000000008C9140"
"50165",NULL,NULL,"PSCIS","ROAD, RESOURCE/OTHER","OBS","PASSABLE",NULL,NULL,356567538,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4606122,"ASSESSED","BRIDGE","Wigwam","Thomas Lake Creek","wooden deck, C564-005, behind gates, Thomas Lake Creek known to contain Bull Trout, behind gate","2011-11-06",NULL,NULL,NULL,NULL,NULL,11,652496,5441790,"1317","300.625474.584724.074830.614879","300.625474.584724.074830.614879","ELKR",NULL,NULL,0,NULL,NULL,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.44527200849315","2.98194357096831","1.44527200849315","2.98194357096831","1.45","1.45","2.98","2.98","2.98","2.98",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B00002BEF21199E933B41601C036F17A11F419762E978999B93400000000000949440"
"50166",NULL,NULL,"PSCIS","ROAD, RESOURCE/OTHER","OBS","PASSABLE",NULL,NULL,356540357,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4605927,"ASSESSED","BRIDGE","Wigwam","Baldy Lake Creek","concrete deck, good approaches, C564-006, Baldy Lake Creek known to contain BT, WCT and RB according to Habitat Wizard, behind gate","2011-11-06",NULL,NULL,NULL,NULL,NULL,11,654147,5439316,"618","300.625474.584724.074830.683763","300.625474.584724.074830.683763","ELKR",NULL,NULL,0,NULL,NULL,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.87781593571606","4.23836364887917","2.87781593571606","4.23836364887917","2.88","2.88","4.24","4.24","4.24","4.24",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B0000960D0A34449B3B41EFF0B552207E1F417DFA0DBA2C6093400000000000508340"
"50168",NULL,NULL,"PSCIS","ROAD, RESOURCE/OTHER","OBS","PASSABLE",NULL,NULL,356569536,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24706660,"ASSESSED","BRIDGE","Wigwam","Wigwam River","concrete deck, good approaches, C564-008, behind gate, Wigwam River is known to contain BT, DV, MW, WCT, CT, KO, RB according to Habitat Wizard","2011-11-06",NULL,NULL,NULL,NULL,NULL,11,658529,5435633,"47565","300.625474.584724.074830","300.625474.584724.074830.789812","ELKR","Wigwam River",NULL,0,"197783",1,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34.6501354364879","42.1366210700435","34.65","42.14","34.65","34.65","42.14","42.14","42.14","42.14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B000094F7DA031CAE3B419EE5A83DF34D1F4100EA263108F9934000000000A039E740"
"50170",NULL,NULL,"PSCIS","ROAD, RESOURCE/OTHER","OBS","PASSABLE",NULL,NULL,356566601,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4605925,"ASSESSED","BRIDGE","Weasel","Desolation Creek","concrete deck, good approaches, behind gate, C564-010, no fish observed but known to contain BT, WCT and RB according to Habitat Wizard","2011-11-06",NULL,NULL,NULL,NULL,NULL,11,661089,5434093,"790","300.625474.584724.074830.843909","300.625474.584724.074830.843909","ELKR","Desolation Creek",NULL,0,NULL,NULL,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17.105171898728","20.3038664519505","17.105171898728","20.3038664519505","17.11","17.11","20.3","20.3","20.3","20.3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B00004EC5FD03D0B83B41975EABF7483B1F41B6CF1D8F09A894400000000000B08840"
"50174",NULL,NULL,"PSCIS","ROAD, RESOURCE/OTHER","OTHER","PASSABLE",NULL,NULL,356568196,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4605344,"ASSESSED","FORD","Wigwam","Fenster Creek","deactivated, high habitat value, known BT according to Habitat Wizard","2011-11-06",NULL,NULL,NULL,NULL,NULL,11,653140,5443341,"303","300.625474.584724.074830.602969","300.625474.584724.074830.602969","ELKR","Fenster Creek",NULL,0,NULL,NULL,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.97611744092214","5.35549700800738","3.97611744092214","5.35549700800738","3.98","3.98","5.36","5.36","5.36","5.36",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B0000D432F57A56953B4171DB9FD666BA1F41038A9E3764BF92400000000000F07240"
"50175",NULL,NULL,"PSCIS","ROAD, RESOURCE/OTHER","OTHER","BARRIER","Wigwam FSR",NULL,356536400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4605348,"ASSESSED","FORD","Wigwam","unnamed tributary to Wigwam River","looks like a washout that had a CMP, high value habitat, unknown fish presence","2011-11-06",NULL,NULL,NULL,NULL,NULL,11,651415,5446108,"618","300.625474.584724.074830.530173","300.625474.584724.074830.530173","ELKR",NULL,NULL,0,NULL,NULL,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.474000000000119","0","0.474000000000119","0","0","0.47","0.47","0.47","0.47","2102","0.47",1,"0.47000000000000000000",NULL,"11","12","11","11","B","yes","below_elko","01010000E0BD0B0000F379606B428D3B410D22CDAEC5E11F41F11F194CE5F292400000000000508340"
"50177",NULL,NULL,"PSCIS","ROAD, RESOURCE/OTHER","CBS","BARRIER",NULL,NULL,356479891,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4605211,"ASSESSED","ROUND","Tower Creek","unnamed tributary to Wigwam River","behind gate, unknown fish presence, small stream with no pools","2011-11-06",NULL,NULL,NULL,NULL,NULL,11,647288,5450104,"617","300.625474.584724.074830.411859","300.625474.584724.074830.411859","ELKR",NULL,"1004603497",1,NULL,NULL,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.124000000000002","0","0.12","0","0","0.12","0.12","0.12","0.12","2253","0.12",1,"0.12000000000000000000","{2252}","13","15","13","14","B","yes","below_elko","01010000E0BD0B0000EA9E8AFF3E7B3B41819B51A9A80B2041E6960726C3AF91400000000000488340"
"50179",NULL,NULL,"PSCIS","ROAD, RESOURCE/OTHER","OTHER","PASSABLE",NULL,NULL,356569536,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24706541,"ASSESSED","FORD","unnamed off Ram","Wigwam River","deactivation high value habitat, no fish observed but known BT, DV, MW, WCT, CT, KO and RB according to Habitat Wizard","2011-11-06",NULL,NULL,NULL,NULL,NULL,11,647401,5451969,"22663","300.625474.584724.074830","300.625474.584724.074830.374921","ELKR","Wigwam River",NULL,0,"1004603497;1004603498;1004605549;1004605941;197783;197785;197842;197843;197844;197845;50175",11,NULL,NULL,"","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97.9100662612439","129.020262397216","96.91","122.56","97.91","97.91","129.02","129.02","129.02","129.02",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no","below_elko","01010000E0BD0B0000B8CDB799BF7A3B41C43F6739361A20411FC8A4D936F9904000000000C021D640"
